artifact_type,case_id,path,exists,size_bytes,rows,sha256,notes
local_synthetic_mask,69_1_106,rivanna_pull/analysis/synthetic_lollipop_v1/masks/69_1_106_synthetic_lollipop.nii.gz,True,9654,,c3ba69b0032bafbaaaa1d65cc2dca5aef08749d41a556508e0368b6229f5e8f4,mask_voxels=300; mask_volume_mm3=300; manifest_realized=300; in_pulled_features=True; shape=129x129x129; spacing=1x1x1
local_synthetic_mask,69_2_469,rivanna_pull/analysis/synthetic_lollipop_v1/masks/69_2_469_synthetic_lollipop.nii.gz,True,11098,,08a4f197c1edf1246c87b252b9aae615e7439c32b9c6cff362ec389acc80c65b,mask_voxels=528; mask_volume_mm3=528; manifest_realized=528; in_pulled_features=True; shape=135x135x135; spacing=1x1x1
local_synthetic_mask,709_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/709_0_0_synthetic_lollipop.nii.gz,True,5371,,42e4533fe2e4db3dccb12c713bfaa44efcb093de0221f601eefcb5b9cbaf6271,mask_voxels=71; mask_volume_mm3=71; manifest_realized=71; in_pulled_features=True; shape=106x106x106; spacing=1x1x1
local_synthetic_mask,709_1_371,rivanna_pull/analysis/synthetic_lollipop_v1/masks/709_1_371_synthetic_lollipop.nii.gz,True,4288,,337f93779ff2b0c852a557e8370b961b0277a967d60c1c451b0cf7590bff976d,mask_voxels=68; mask_volume_mm3=68; manifest_realized=68; in_pulled_features=True; shape=98x98x98; spacing=1x1x1
local_synthetic_mask,709_2_763,rivanna_pull/analysis/synthetic_lollipop_v1/masks/709_2_763_synthetic_lollipop.nii.gz,True,5979,,97d880eca8e46e60c1049dbf17fc12c5417e0f129bee4365dea00224c29b0825,mask_voxels=93; mask_volume_mm3=93; manifest_realized=93; in_pulled_features=True; shape=110x110x110; spacing=1x1x1
local_synthetic_mask,731_5_4977,rivanna_pull/analysis/synthetic_lollipop_v1/masks/731_5_4977_synthetic_lollipop.nii.gz,True,4142,,1b2997eae6a94e3f0de8c23f3ed679d39f3a0bbcb195889ed23de0e9e40b67f6,mask_voxels=47; mask_volume_mm3=47; manifest_realized=47; in_pulled_features=True; shape=97x97x97; spacing=1x1x1
local_synthetic_mask,731_6_5458,rivanna_pull/analysis/synthetic_lollipop_v1/masks/731_6_5458_synthetic_lollipop.nii.gz,True,4801,,5c538826d1bc08faa2e16b9eb80802df5050a4ab5d6f81dc123224a85a210145,mask_voxels=81; mask_volume_mm3=81; manifest_realized=81; in_pulled_features=True; shape=102x102x102; spacing=1x1x1
local_synthetic_mask,733_1_53,rivanna_pull/analysis/synthetic_lollipop_v1/masks/733_1_53_synthetic_lollipop.nii.gz,True,6309,,2522b66466a0e426e6291d1b6a648edc28c0ec28365f383bdb6c3a17b0b88664,mask_voxels=106; mask_volume_mm3=106; manifest_realized=106; in_pulled_features=True; shape=112x112x112; spacing=1x1x1
local_synthetic_mask,733_2_242,rivanna_pull/analysis/synthetic_lollipop_v1/masks/733_2_242_synthetic_lollipop.nii.gz,True,8974,,1e44eb909c32979071d2362b003a7de0363f950948d430f05defa26c52d1772e,mask_voxels=238; mask_volume_mm3=238; manifest_realized=238; in_pulled_features=True; shape=126x126x126; spacing=1x1x1
local_synthetic_mask,734_1_365,rivanna_pull/analysis/synthetic_lollipop_v1/masks/734_1_365_synthetic_lollipop.nii.gz,True,11149,,d2cdb90898d1c6a8ca6eb5c5495907d29498d21e5e9086c7054802f74fefb086,mask_voxels=781; mask_volume_mm3=781; manifest_realized=781; in_pulled_features=True; shape=135x135x135; spacing=1x1x1
local_synthetic_mask,734_2_768,rivanna_pull/analysis/synthetic_lollipop_v1/masks/734_2_768_synthetic_lollipop.nii.gz,True,18247,,38e1d9cd070dd6d5aa5c0877bed1480f46dd990d52f2530addd33828bbd38691,mask_voxels=1327; mask_volume_mm3=1327; manifest_realized=1327; in_pulled_features=True; shape=159x159x159; spacing=1x1x1
local_synthetic_mask,735_2_721,rivanna_pull/analysis/synthetic_lollipop_v1/masks/735_2_721_synthetic_lollipop.nii.gz,True,11125,,7f157d19ffc3df368cb94d43f49a1c735e5e98d45dc16b3d54ac7920c9113850,mask_voxels=568; mask_volume_mm3=568; manifest_realized=568; in_pulled_features=True; shape=135x135x135; spacing=1x1x1
local_synthetic_mask,735_3_1012,rivanna_pull/analysis/synthetic_lollipop_v1/masks/735_3_1012_synthetic_lollipop.nii.gz,True,12115,,e57d8a5d0eff65c4beb72c06623e4f28ce4ff444e6d13f25c9b8937a0ff7404e,mask_voxels=558; mask_volume_mm3=558; manifest_realized=558; in_pulled_features=True; shape=139x139x139; spacing=1x1x1
local_synthetic_mask,743_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/743_0_0_synthetic_lollipop.nii.gz,True,9653,,796fff8369783d847c7efc910585a741c58bc0dfcc730ae496a40957698798ec,mask_voxels=360; mask_volume_mm3=360; manifest_realized=360; in_pulled_features=True; shape=129x129x129; spacing=1x1x1
local_synthetic_mask,743_3_631,rivanna_pull/analysis/synthetic_lollipop_v1/masks/743_3_631_synthetic_lollipop.nii.gz,True,32400,,62e5188c1625fa6dff3e77d81aa8e21549ae47bc4d570920335deb6fd2c927d3,mask_voxels=2528; mask_volume_mm3=2528; manifest_realized=2528; in_pulled_features=True; shape=193x193x193; spacing=1x1x1
local_synthetic_mask,744_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/744_0_0_synthetic_lollipop.nii.gz,True,16550,,5eb6ad570c92ca92ee8ec7ec87421d938e12465ff5c60819c5bc1a45f4095711,mask_voxels=1196; mask_volume_mm3=1196; manifest_realized=1196; in_pulled_features=True; shape=154x154x154; spacing=1x1x1
local_synthetic_mask,744_2_478,rivanna_pull/analysis/synthetic_lollipop_v1/masks/744_2_478_synthetic_lollipop.nii.gz,True,14112,,ee59c565ecd8c6401095f650c0cd4d6ba24fd9dc8918b6fbf527993e473c88bb,mask_voxels=876; mask_volume_mm3=876; manifest_realized=876; in_pulled_features=True; shape=146x146x146; spacing=1x1x1
local_synthetic_mask,745_1_403,rivanna_pull/analysis/synthetic_lollipop_v1/masks/745_1_403_synthetic_lollipop.nii.gz,True,7371,,02de4f7672553877d87791af9d025f598648f372af956f0010edd6cfa5c6a57d,mask_voxels=149; mask_volume_mm3=149; manifest_realized=149; in_pulled_features=True; shape=118x118x118; spacing=1x1x1
local_synthetic_mask,745_2_589,rivanna_pull/analysis/synthetic_lollipop_v1/masks/745_2_589_synthetic_lollipop.nii.gz,True,9170,,106a0bc380c85209b4b9beb859c5a27f5a4514a621eeda6c27ea6ab28c72bae9,mask_voxels=252; mask_volume_mm3=252; manifest_realized=252; in_pulled_features=True; shape=127x127x127; spacing=1x1x1
local_synthetic_mask,747_1_6,rivanna_pull/analysis/synthetic_lollipop_v1/masks/747_1_6_synthetic_lollipop.nii.gz,True,17178,,76e7f37063c799bb71ba7ab441bc0bb6936586d28d842ea2290cf62d16c5acef,mask_voxels=1071; mask_volume_mm3=1071; manifest_realized=1071; in_pulled_features=True; shape=156x156x156; spacing=1x1x1
local_synthetic_mask,747_2_201,rivanna_pull/analysis/synthetic_lollipop_v1/masks/747_2_201_synthetic_lollipop.nii.gz,True,14493,,158d569e92ff129b3fe0dfcf6ebd38432938c6adb30bfe08f9e8d5925f073621,mask_voxels=1091; mask_volume_mm3=1091; manifest_realized=1091; in_pulled_features=True; shape=147x147x147; spacing=1x1x1
local_synthetic_mask,747_3_565,rivanna_pull/analysis/synthetic_lollipop_v1/masks/747_3_565_synthetic_lollipop.nii.gz,True,15973,,42da1bc7852424acf0e75e7949db5f8c92bc0b3e0740954024cbd5e1b509ec2c,mask_voxels=1107; mask_volume_mm3=1107; manifest_realized=1107; in_pulled_features=True; shape=152x152x152; spacing=1x1x1
local_synthetic_mask,74_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/74_0_0_synthetic_lollipop.nii.gz,True,7023,,dbf99fce81a0ca23e137b7c0f8bb3b3eec050ae2d0f87171db859ac068041f09,mask_voxels=164; mask_volume_mm3=164; manifest_realized=164; in_pulled_features=True; shape=116x116x116; spacing=1x1x1
local_synthetic_mask,74_2_1367,rivanna_pull/analysis/synthetic_lollipop_v1/masks/74_2_1367_synthetic_lollipop.nii.gz,True,14193,,907ae4f8721d57c0f55c9974ba5545e40251a67d33423147530afa4b153bf3e4,mask_voxels=1056; mask_volume_mm3=1056; manifest_realized=1056; in_pulled_features=True; shape=146x146x146; spacing=1x1x1
local_synthetic_mask,80_1_106,rivanna_pull/analysis/synthetic_lollipop_v1/masks/80_1_106_synthetic_lollipop.nii.gz,True,7945,,ad86ddf4694c3e2c3f1bfda4a976ff7250623c91ab048337015879b31d3ee3b8,mask_voxels=177; mask_volume_mm3=177; manifest_realized=177; in_pulled_features=True; shape=121x121x121; spacing=1x1x1
local_synthetic_mask,80_2_294,rivanna_pull/analysis/synthetic_lollipop_v1/masks/80_2_294_synthetic_lollipop.nii.gz,True,5991,,fd14383dc937213a80b3a1ad0b41f3b86548f421fe8fd0a1d2511076f53369d2,mask_voxels=105; mask_volume_mm3=105; manifest_realized=105; in_pulled_features=True; shape=110x110x110; spacing=1x1x1
local_synthetic_mask,80_3_661,rivanna_pull/analysis/synthetic_lollipop_v1/masks/80_3_661_synthetic_lollipop.nii.gz,True,8591,,1528928db123e9db2106e7b831e41fe387180081e1856de0a3ec879041999c27,mask_voxels=228; mask_volume_mm3=228; manifest_realized=228; in_pulled_features=True; shape=124x124x124; spacing=1x1x1
local_synthetic_mask,87_1_1322,rivanna_pull/analysis/synthetic_lollipop_v1/masks/87_1_1322_synthetic_lollipop.nii.gz,True,7180,,c426ddfc9ed8cb728d2378425ad7d0df93f66951c4b7e1f7e6a73f8c8641c219,mask_voxels=128; mask_volume_mm3=128; manifest_realized=128; in_pulled_features=True; shape=117x117x117; spacing=1x1x1
local_synthetic_mask,87_3_1668,rivanna_pull/analysis/synthetic_lollipop_v1/masks/87_3_1668_synthetic_lollipop.nii.gz,True,8546,,0f4156b3e6ab8c0689b10839a4b77cf7c6d2ebc85dfe37964a307970566f2895,mask_voxels=226; mask_volume_mm3=226; manifest_realized=226; in_pulled_features=True; shape=124x124x124; spacing=1x1x1
local_synthetic_mask,87_4_1793,rivanna_pull/analysis/synthetic_lollipop_v1/masks/87_4_1793_synthetic_lollipop.nii.gz,True,8983,,014f89839cac6605344db190ed7e4e3cee6a5ae878de003423b196ee845f2ebe,mask_voxels=267; mask_volume_mm3=267; manifest_realized=267; in_pulled_features=True; shape=126x126x126; spacing=1x1x1
local_synthetic_mask,91_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/91_0_0_synthetic_lollipop.nii.gz,True,1971,,e142e649e3f9c67dbad654e0c3c8fdb0e676338208381a5563d8b77f03a94a2e,mask_voxels=14; mask_volume_mm3=14; manifest_realized=14; in_pulled_features=True; shape=75x75x75; spacing=1x1x1
local_synthetic_mask,91_1_318,rivanna_pull/analysis/synthetic_lollipop_v1/masks/91_1_318_synthetic_lollipop.nii.gz,True,5368,,b65e7b47e258d743f11aac5bdbc3a52c9138cadbf3d2ad12923b85c291d156bc,mask_voxels=78; mask_volume_mm3=78; manifest_realized=78; in_pulled_features=True; shape=106x106x106; spacing=1x1x1
local_synthetic_mask,95_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/95_0_0_synthetic_lollipop.nii.gz,True,2725,,96d8eea9fe18fbe3a693854f741efb3521f5db8ebacd73bcf7c396f50b3143be,mask_voxels=32; mask_volume_mm3=32; manifest_realized=32; in_pulled_features=True; shape=84x84x84; spacing=1x1x1
local_synthetic_mask,95_1_182,rivanna_pull/analysis/synthetic_lollipop_v1/masks/95_1_182_synthetic_lollipop.nii.gz,True,4650,,4cc57ac579ec3ca54c06da474ea218a5f3bb1e665228fd41b8cdd6d740b14760,mask_voxels=48; mask_volume_mm3=48; manifest_realized=48; in_pulled_features=True; shape=101x101x101; spacing=1x1x1
local_synthetic_mask,95_2_574,rivanna_pull/analysis/synthetic_lollipop_v1/masks/95_2_574_synthetic_lollipop.nii.gz,True,5091,,198b2ff5630514d7889ddcd73d904c7fde3f16fccebec66814066a87bd8f527c,mask_voxels=80; mask_volume_mm3=80; manifest_realized=80; in_pulled_features=True; shape=104x104x104; spacing=1x1x1
git_history_relevant_commit,,,True,,,,"0457540 Add GrowthNet local roadmap, validation audits, and reliability updates"
git_history_relevant_commit,,,True,,,,242631b Split orientation confidence and score-margin warnings
git_history_relevant_commit,,,True,,,,ccf9ffe Add AI-assisted development workflow (Claude + Codex)
